Season,Matchday,Date,Home_Team,Away_Team,Score,Attendance,Home_Goals,Away_Goals,Target,Home_Team_Points,Away_Team_Points,Home_Form_5,Away_Form_5,Home_Rank,Away_Rank
2021,11,2021-11-30,Maccabi Petah Tikva,Hapoel Hadera,1:1,500,1.0,1.0,1,9,14,3,5,13,6
2021,11,2021-11-30,Maccabi Netanya,FC Ashdod,0:1,3133,0.0,1.0,2,12,11,7,8,8,11
2021,11,2021-11-30,Ihud Bnei Sakhnin,Beitar Jerusalem,2:0,8000,2.0,0.0,0,15,12,10,7,5,11
2021,11,2021-12-01,Hapoel Jerusalem,Ironi Kiryat Shmona,0:1,500,0.0,1.0,2,9,8,6,3,13,14
2021,11,2021-12-01,Maccabi Tel Aviv,Hapoel Nof HaGalil,1:1,10240,1.0,1.0,1,14,12,7,4,8,10
2021,11,2021-12-01,Hapoel Beer Sheva,Hapoel Tel Aviv,2:1,11262,2.0,1.0,0,22,15,11,7,1,7
2021,11,2021-12-02,Maccabi Haifa,Hapoel Haifa,5:1,29127,5.0,1.0,0,20,17,13,7,2,4
2021,12,2021-12-04,Hapoel Hadera,Ihud Bnei Sakhnin,2:1,1952,2.0,1.0,0,15,18,3,10,5,3
2021,12,2021-12-04,Maccabi Petah Tikva,FC Ashdod,0:1,450,0.0,1.0,2,10,14,4,11,13,8
2021,12,2021-12-04,Ironi Kiryat Shmona,Maccabi Netanya,2:1,960,2.0,1.0,0,11,12,6,4,12,10
2021,12,2021-12-05,Hapoel Tel Aviv,Hapoel Jerusalem,1:1,6200,1.0,1.0,1,15,9,4,6,8,14
2021,12,2021-12-05,Hapoel Nof HaGalil,Maccabi Haifa,0:4,3700,0.0,4.0,2,13,23,5,13,10,2
2021,12,2021-12-05,Beitar Jerusalem,Maccabi Tel Aviv,1:2,9000,1.0,2.0,2,12,15,7,8,12,8
2021,12,2021-12-06,Hapoel Haifa,Hapoel Beer Sheva,0:1,2700,0.0,1.0,2,17,25,4,11,6,2
2021,13,2021-12-11,Ihud Bnei Sakhnin,Maccabi Petah Tikva,1:0,500,1.0,0.0,0,18,10,10,1,4,14
2021,13,2021-12-11,Hapoel Jerusalem,Hapoel Haifa,1:1,1500,1.0,1.0,1,10,17,7,4,13,6
2021,13,2021-12-11,FC Ashdod,Ironi Kiryat Shmona,0:2,517,0.0,2.0,2,17,14,11,6,7,9
2021,13,2021-12-11,Maccabi Netanya,Hapoel Tel Aviv,1:1,6743,1.0,1.0,1,12,16,4,2,11,9
2021,13,2021-12-12,Hapoel Beer Sheva,Hapoel Nof HaGalil,2:0,9466,2.0,0.0,0,28,13,11,5,1,11
2021,13,2021-12-13,Maccabi Tel Aviv,Hapoel Hadera,3:0,13042,3.0,0.0,0,18,18,11,6,6,5
2021,13,2021-12-13,Maccabi Haifa,Beitar Jerusalem,2:1,29135,2.0,1.0,0,26,12,13,4,2,12
2021,14,2021-12-21,Hapoel Jerusalem,Hapoel Nof HaGalil,3:1,800,3.0,1.0,0,11,13,5,2,13,11
2021,14,2021-12-21,Maccabi Netanya,Hapoel Haifa,1:0,2011,1.0,0.0,0,13,18,4,2,11,5
2021,14,2021-12-21,FC Ashdod,Hapoel Tel Aviv,1:4,2500,1.0,4.0,2,17,17,10,3,8,9
2021,14,2021-12-21,Maccabi Haifa,Hapoel Hadera,1:0,16126,1.0,0.0,0,29,18,15,6,2,7
2021,14,2021-12-22,Ironi Kiryat Shmona,Maccabi Petah Tikva,1:0,300,1.0,0.0,0,17,10,9,1,8,14
2021,14,2021-12-22,Maccabi Tel Aviv,Ihud Bnei Sakhnin,1:1,10101,1.0,1.0,1,21,21,11,10,4,3
2021,14,2021-12-22,Hapoel Beer Sheva,Beitar Jerusalem,3:1,12642,3.0,1.0,0,31,12,13,4,2,13
2021,15,2021-12-25,Hapoel Haifa,FC Ashdod,2:1,1200,2.0,1.0,0,18,17,1,9,7,9
2021,15,2021-12-25,Hapoel Tel Aviv,Ironi Kiryat Shmona,2:0,9200,2.0,0.0,0,20,20,5,12,7,6
2021,15,2021-12-25,Hapoel Nof HaGalil,Maccabi Netanya,0:1,1100,0.0,1.0,2,13,16,1,7,12,10
2021,15,2021-12-25,Ihud Bnei Sakhnin,Maccabi Haifa,0:6,12000,0.0,6.0,2,22,32,10,15,4,2
2021,15,2021-12-26,Hapoel Hadera,Hapoel Beer Sheva,1:2,2100,1.0,2.0,2,18,34,5,15,9,2
2021,15,2021-12-26,Beitar Jerusalem,Hapoel Jerusalem,3:0,15000,3.0,0.0,0,12,14,1,5,13,11
2021,15,2021-12-27,Maccabi Petah Tikva,Maccabi Tel Aviv,1:2,4741,1.0,2.0,2,10,22,1,11,14,5
2021,16,2022-01-01,Hapoel Tel Aviv,Maccabi Petah Tikva,2:1,8800,2.0,1.0,0,23,10,8,1,4,14
2021,16,2022-01-01,Ironi Kiryat Shmona,Hapoel Haifa,2:2,1150,2.0,2.0,1,20,21,12,4,7,6
2021,16,2022-01-01,Hapoel Jerusalem,Hapoel Hadera,1:1,600,1.0,1.0,1,14,18,5,4,12,9
2021,16,2022-01-01,Maccabi Netanya,Beitar Jerusalem,0:0,6983,0.0,0.0,1,19,15,7,3,9,12
2021,16,2022-01-02,FC Ashdod,Hapoel Nof HaGalil,3:0,162,3.0,0.0,0,17,13,6,1,10,13
2021,16,2022-01-02,Hapoel Beer Sheva,Ihud Bnei Sakhnin,3:0,10185,3.0,0.0,0,37,22,15,7,1,6
2021,16,2022-01-03,Maccabi Haifa,Maccabi Tel Aviv,3:2,30000,3.0,2.0,0,35,25,15,11,2,4
2021,17,2022-01-08,Hapoel Haifa,Hapoel Tel Aviv,0:2,5400,0.0,2.0,2,22,26,5,11,5,3
2021,17,2022-01-08,Hapoel Nof HaGalil,Ironi Kiryat Shmona,2:6,500,2.0,6.0,2,13,21,0,10,13,7
2021,17,2022-01-08,Maccabi Petah Tikva,Maccabi Haifa,0:4,10200,0.0,4.0,2,10,38,0,15,14,2
2021,17,2022-01-08,Maccabi Tel Aviv,Hapoel Beer Sheva,1:0,21311,1.0,0.0,0,25,40,10,15,4,2
2021,17,2022-01-09,Hapoel Hadera,Maccabi Netanya,1:1,1500,1.0,1.0,1,19,20,4,8,10,8
2021,17,2022-01-09,Beitar Jerusalem,FC Ashdod,0:2,5000,0.0,2.0,2,16,20,4,6,11,10
2021,17,2022-01-10,Ihud Bnei Sakhnin,Hapoel Jerusalem,2:1,1200,2.0,1.0,0,22,15,4,6,8,12
2021,18,2022-01-15,Hapoel Tel Aviv,Hapoel Nof HaGalil,2:2,6900,2.0,2.0,1,29,13,13,0,3,13
2021,18,2022-01-15,Hapoel Haifa,Maccabi Petah Tikva,2:2,1500,2.0,2.0,1,22,10,5,0,8,14
2021,18,2022-01-15,Hapoel Jerusalem,Maccabi Tel Aviv,1:3,2500,1.0,3.0,2,15,28,5,10,12,4
2021,18,2022-01-16,Hapoel Hadera,FC Ashdod,2:1,500,2.0,1.0,0,20,23,2,6,10,8
2021,18,2022-01-16,Ironi Kiryat Shmona,Beitar Jerusalem,2:2,1200,2.0,2.0,1,24,16,10,4,6,11
2021,18,2022-01-17,Maccabi Netanya,Ihud Bnei Sakhnin,1:0,2014,1.0,0.0,0,21,25,9,7,10,6
2021,18,2022-01-17,Hapoel Beer Sheva,Maccabi Haifa,1:2,14641,1.0,2.0,2,40,41,12,15,2,1
2021,19,2022-01-22,Hapoel Nof HaGalil,Hapoel Haifa,0:1,800,0.0,1.0,2,14,23,1,5,13,8
2021,19,2022-01-22,Maccabi Tel Aviv,Maccabi Netanya,2:2,19349,2.0,2.0,1,31,24,10,11,3,8
2021,19,2022-01-22,Hapoel Hadera,Ironi Kiryat Shmona,2:0,800,2.0,0.0,0,23,25,5,8,9,6
2021,19,2022-01-22,Maccabi Haifa,Hapoel Jerusalem,1:1,21894,1.0,1.0,1,44,15,15,4,1,12
2021,19,2022-01-23,Ihud Bnei Sakhnin,FC Ashdod,0:1,692,0.0,1.0,2,25,23,4,6,9,10
2021,19,2022-01-23,Maccabi Petah Tikva,Hapoel Beer Sheva,0:1,1300,0.0,1.0,2,11,40,1,9,14,2
2021,19,2022-01-24,Beitar Jerusalem,Hapoel Tel Aviv,0:2,12000,0.0,2.0,2,17,30,5,13,11,4
2021,20,2022-01-29,Hapoel Jerusalem,Hapoel Beer Sheva,0:1,3000,0.0,1.0,2,16,43,2,9,12,2
2021,20,2022-01-29,FC Ashdod,Maccabi Tel Aviv,1:3,2561,1.0,3.0,2,26,32,9,10,7,4
2021,20,2022-01-29,Hapoel Nof HaGalil,Maccabi Petah Tikva,1:0,500,1.0,0.0,0,14,11,1,1,13,14
2021,20,2022-01-29,Hapoel Haifa,Beitar Jerusalem,5:1,2300,5.0,1.0,0,26,17,8,5,5,12
2021,20,2022-01-30,Hapoel Tel Aviv,Hapoel Hadera,0:1,7100,0.0,1.0,2,33,26,13,8,4,6
2021,20,2022-01-30,Maccabi Netanya,Maccabi Haifa,1:1,12300,1.0,1.0,1,25,45,9,13,9,2
2021,20,2022-01-31,Ironi Kiryat Shmona,Ihud Bnei Sakhnin,0:1,600,0.0,1.0,2,25,25,5,3,9,10
2021,21,2022-02-05,Ihud Bnei Sakhnin,Hapoel Tel Aviv,1:0,3000,1.0,0.0,0,28,33,6,10,7,4
2021,21,2022-02-05,Maccabi Tel Aviv,Ironi Kiryat Shmona,1:0,12702,1.0,0.0,0,35,25,10,5,3,10
2021,21,2022-02-05,Maccabi Petah Tikva,Hapoel Jerusalem,3:1,1200,3.0,1.0,0,11,16,1,2,14,13
2021,21,2022-02-05,Hapoel Beer Sheva,Maccabi Netanya,0:1,10959,0.0,1.0,2,46,26,9,7,2,8
2021,21,2022-02-06,Hapoel Hadera,Hapoel Haifa,1:0,1200,1.0,0.0,0,29,29,11,8,7,6
2021,21,2022-02-06,Beitar Jerusalem,Hapoel Nof HaGalil,0:0,0,0.0,0.0,1,17,17,2,4,12,11
2021,21,2022-02-07,Maccabi Haifa,FC Ashdod,6:0,25732,6.0,0.0,0,46,26,11,9,1,9
2021,22,2022-02-12,Maccabi Netanya,Hapoel Jerusalem,2:0,7534,2.0,0.0,0,29,16,9,1,8,13
2021,22,2022-02-12,FC Ashdod,Hapoel Beer Sheva,1:1,1880,1.0,1.0,1,26,46,6,6,9,2
2021,22,2022-02-12,Hapoel Nof HaGalil,Hapoel Hadera,1:1,650,1.0,1.0,1,18,32,5,13,11,5
2021,22,2022-02-12,Hapoel Tel Aviv,Maccabi Tel Aviv,2:3,27200,2.0,3.0,2,33,38,7,13,5,3
2021,22,2022-02-13,Hapoel Haifa,Ihud Bnei Sakhnin,1:1,3500,1.0,1.0,1,29,31,7,9,8,7
2021,22,2022-02-13,Beitar Jerusalem,Maccabi Petah Tikva,2:1,8000,2.0,1.0,0,18,14,2,4,12,14
2021,22,2022-02-14,Ironi Kiryat Shmona,Maccabi Haifa,2:1,5000,2.0,1.0,0,25,49,4,11,10,1
2021,23,2022-02-19,Maccabi Petah Tikva,Maccabi Netanya,1:1,3000,1.0,1.0,1,14,32,4,11,14,6
2021,23,2022-02-19,Hapoel Beer Sheva,Ironi Kiryat Shmona,0:0,9837,0.0,0.0,1,47,28,7,4,2,9
2021,23,2022-02-19,Hapoel Jerusalem,FC Ashdod,2:0,2000,2.0,0.0,0,16,27,1,4,13,10
2021,23,2022-02-19,Hapoel Hadera,Beitar Jerusalem,1:0,6509,1.0,0.0,0,33,21,13,5,4,11
2021,23,2022-02-20,Ihud Bnei Sakhnin,Hapoel Nof HaGalil,2:0,3000,2.0,0.0,0,32,19,7,6,7,13
2021,23,2022-02-20,Maccabi Tel Aviv,Hapoel Haifa,2:0,16365,2.0,0.0,0,41,30,13,8,3,8
2021,23,2022-02-21,Maccabi Haifa,Hapoel Tel Aviv,2:0,29114,2.0,0.0,0,49,33,8,4,1,7
2021,24,2022-02-26,FC Ashdod,Maccabi Netanya,1:3,1092,1.0,3.0,2,27,33,4,9,10,6
2021,24,2022-02-26,Hapoel Hadera,Maccabi Petah Tikva,1:4,1200,1.0,4.0,2,36,15,13,4,4,14
2021,24,2022-02-26,Hapoel Tel Aviv,Hapoel Beer Sheva,1:1,11600,1.0,1.0,1,33,48,3,8,7,2
2021,24,2022-02-26,Hapoel Haifa,Maccabi Haifa,0:1,26285,0.0,1.0,2,30,52,7,8,8,1
2021,24,2022-02-27,Ironi Kiryat Shmona,Hapoel Jerusalem,0:0,1000,0.0,0.0,1,29,19,4,4,9,12
2021,24,2022-02-27,Beitar Jerusalem,Ihud Bnei Sakhnin,1:1,13000,1.0,1.0,1,21,35,4,10,11,6
2021,24,2022-02-28,Hapoel Nof HaGalil,Maccabi Tel Aviv,1:3,4300,1.0,3.0,2,19,44,5,13,13,3
2021,25,2022-03-05,Maccabi Haifa,Hapoel Nof HaGalil,1:1,29115,1.0,1.0,1,55,19,10,5,1,13
2021,25,2022-03-05,Maccabi Netanya,Ironi Kiryat Shmona,3:1,7140,3.0,1.0,0,36,30,11,5,5,8
2021,25,2022-03-05,Ihud Bnei Sakhnin,Hapoel Hadera,1:0,2900,1.0,0.0,0,36,36,11,10,6,5
2021,25,2022-03-05,Hapoel Jerusalem,Hapoel Tel Aviv,0:1,3490,0.0,1.0,2,20,34,4,1,12,7
2021,25,2022-03-06,FC Ashdod,Maccabi Petah Tikva,3:4,537,3.0,4.0,2,27,18,1,7,10,14
2021,25,2022-03-06,Hapoel Beer Sheva,Hapoel Haifa,3:1,10529,3.0,1.0,0,49,30,6,4,2,9
2021,25,2022-03-07,Maccabi Tel Aviv,Beitar Jerusalem,3:1,27331,3.0,1.0,0,47,22,15,5,3,11
2021,26,2022-03-12,Ironi Kiryat Shmona,FC Ashdod,2:0,400,2.0,0.0,0,30,27,5,1,8,10
2021,26,2022-03-12,Maccabi Petah Tikva,Ihud Bnei Sakhnin,0:1,1500,0.0,1.0,2,21,39,10,11,12,5
2021,26,2022-03-12,Hapoel Hadera,Maccabi Tel Aviv,0:2,7600,0.0,2.0,2,36,50,7,15,7,3
2021,26,2022-03-12,Hapoel Tel Aviv,Maccabi Netanya,2:2,7300,2.0,2.0,1,37,39,4,13,6,5
2021,26,2022-03-13,Hapoel Haifa,Hapoel Jerusalem,1:2,1200,1.0,2.0,2,30,20,1,4,9,13
2021,26,2022-03-13,Hapoel Nof HaGalil,Hapoel Beer Sheva,0:2,1036,0.0,2.0,2,20,52,3,6,14,3
2021,26,2022-03-14,Beitar Jerusalem,Maccabi Haifa,0:1,15500,0.0,1.0,2,22,56,5,10,12,1
2021,27,2022-03-19,Maccabi Tel Aviv,Ihud Bnei Sakhnin,0:0,20630,0.0,0.0,1,53,42,15,11,3,4
2021,27,2022-03-19,Hapoel Beer Sheva,Maccabi Netanya,4:1,11591,4.0,1.0,0,55,40,9,11,2,5
2021,27,2022-03-19,Maccabi Haifa,Hapoel Tel Aviv,3:0,27532,3.0,0.0,0,59,38,10,5,1,6
2021,27,2022-03-19,FC Ashdod,Hapoel Nof HaGalil,2:0,420,2.0,0.0,0,27,20,1,2,10,14
2021,27,2022-03-20,Ironi Kiryat Shmona,Maccabi Petah Tikva,1:1,350,1.0,1.0,1,33,21,8,7,8,13
2021,27,2022-03-20,Hapoel Haifa,Beitar Jerusalem,1:1,3100,1.0,1.0,1,30,22,1,4,9,13
2021,27,2022-03-21,Hapoel Hadera,Hapoel Jerusalem,3:1,1100,3.0,1.0,0,36,23,4,7,7,11
2021,28,2022-04-02,Hapoel Tel Aviv,Ihud Bnei Sakhnin,2:1,6700,2.0,1.0,0,38,43,5,11,7,4
2021,28,2022-04-02,Maccabi Netanya,Maccabi Tel Aviv,1:1,11100,1.0,1.0,1,40,54,8,13,6,3
2021,28,2022-04-02,Hapoel Jerusalem,Hapoel Nof HaGalil,0:0,1989,0.0,0.0,1,23,20,7,1,11,14
2021,28,2022-04-02,Maccabi Petah Tikva,Hapoel Haifa,0:0,800,0.0,0.0,1,22,31,8,1,13,9
2021,28,2022-04-03,Hapoel Hadera,Ironi Kiryat Shmona,1:4,630,1.0,4.0,2,39,34,6,6,7,8
2021,28,2022-04-03,Beitar Jerusalem,FC Ashdod,1:0,4600,1.0,0.0,0,23,30,2,3,13,10
2021,28,2022-04-04,Maccabi Haifa,Hapoel Beer Sheva,2:0,28457,2.0,0.0,0,62,58,13,11,1,2
2021,29,2022-04-09,Ironi Kiryat Shmona,Hapoel Jerusalem,2:1,663,2.0,1.0,0,37,24,8,5,8,12
2021,29,2022-04-09,FC Ashdod,Maccabi Petah Tikva,1:0,385,1.0,0.0,0,30,23,3,8,10,13
2021,29,2022-04-09,Hapoel Haifa,Hapoel Hadera,1:0,500,1.0,0.0,0,32,39,2,3,10,8
2021,29,2022-04-09,Hapoel Nof HaGalil,Beitar Jerusalem,0:2,2000,0.0,2.0,2,21,26,2,5,14,11
2021,29,2022-04-10,Ihud Bnei Sakhnin,Maccabi Netanya,1:1,2500,1.0,1.0,1,43,41,8,8,4,5
2021,29,2022-04-10,Hapoel Beer Sheva,Hapoel Tel Aviv,2:2,11633,2.0,2.0,1,58,41,10,8,2,6
2021,29,2022-04-11,Maccabi Tel Aviv,Maccabi Haifa,1:1,25132,1.0,1.0,1,55,65,11,13,3,1
2021,30,2022-04-16,Maccabi Haifa,Ihud Bnei Sakhnin,1:0,27253,1.0,0.0,0,66,44,11,8,1,4
2021,30,2022-04-17,Hapoel Beer Sheva,Maccabi Tel Aviv,1:0,12550,1.0,0.0,0,59,56,10,9,2,3
2021,30,2022-04-18,Hapoel Tel Aviv,Maccabi Netanya,2:0,11570,2.0,0.0,0,42,42,8,6,6,5
2021,31,2022-04-23,Maccabi Netanya,Maccabi Haifa,3:0,12217,3.0,0.0,0,42,69,3,13,6,1
2021,30,2022-04-23,Maccabi Petah Tikva,Hapoel Nof HaGalil,0:4,800,0.0,4.0,2,23,21,5,2,13,14
2021,30,2022-04-23,Ironi Kiryat Shmona,Hapoel Haifa,4:0,250,4.0,0.0,0,40,35,10,5,7,9
2021,30,2022-04-23,Hapoel Jerusalem,Beitar Jerusalem,0:1,7049,0.0,1.0,2,24,29,4,7,12,11
2021,31,2022-04-24,Ihud Bnei Sakhnin,Hapoel Beer Sheva,1:1,2000,1.0,1.0,1,44,62,5,10,6,2
2021,30,2022-04-24,Hapoel Hadera,FC Ashdod,2:3,506,2.0,3.0,2,39,33,3,6,8,10
2021,31,2022-04-25,Maccabi Tel Aviv,Hapoel Tel Aviv,5:0,25453,5.0,0.0,0,56,45,6,8,3,6
2021,32,2022-04-30,Ihud Bnei Sakhnin,Maccabi Tel Aviv,1:0,2500,1.0,0.0,0,45,59,3,6,5,3
2021,31,2022-04-30,Hapoel Haifa,Hapoel Jerusalem,0:2,1000,0.0,2.0,2,35,24,5,4,10,12
2021,31,2022-04-30,Hapoel Nof HaGalil,Hapoel Hadera,0:2,1520,0.0,2.0,2,24,39,4,3,13,8
2021,31,2022-04-30,Beitar Jerusalem,Maccabi Petah Tikva,2:2,5000,2.0,2.0,1,32,23,10,2,11,14
2021,32,2022-05-01,Maccabi Netanya,Hapoel Beer Sheva,3:0,8178,3.0,0.0,0,45,63,5,8,5,2
2021,31,2022-05-01,FC Ashdod,Ironi Kiryat Shmona,1:3,444,1.0,3.0,2,36,43,9,13,9,7
2021,32,2022-05-02,Hapoel Tel Aviv,Maccabi Haifa,0:2,18300,0.0,2.0,2,45,69,7,10,7,1
2021,33,2022-05-07,Ihud Bnei Sakhnin,Hapoel Tel Aviv,0:0,2200,0.0,0.0,1,48,45,5,7,5,7
2021,33,2022-05-07,Maccabi Tel Aviv,Maccabi Netanya,2:1,6450,2.0,1.0,0,59,48,5,8,3,5
2021,33,2022-05-07,Hapoel Beer Sheva,Maccabi Haifa,1:0,12941,1.0,0.0,0,63,72,5,10,2,1
2021,32,2022-05-08,Hapoel Hadera,Beitar Jerusalem,1:2,2909,1.0,2.0,2,42,33,6,11,8,11
2021,32,2022-05-08,Hapoel Jerusalem,Maccabi Petah Tikva,1:0,5136,1.0,0.0,0,27,24,4,3,12,13
2021,32,2022-05-08,Ironi Kiryat Shmona,Hapoel Nof HaGalil,2:0,500,2.0,0.0,0,46,24,13,4,6,14
2021,32,2022-05-09,Hapoel Haifa,FC Ashdod,1:2,300,1.0,2.0,2,35,36,5,9,11,9
2021,34,2022-05-10,Hapoel Tel Aviv,Hapoel Beer Sheva,2:1,1600,2.0,1.0,0,46,66,5,8,7,2
2021,34,2022-05-10,Maccabi Haifa,Maccabi Tel Aviv,1:3,21141,1.0,3.0,2,72,62,7,7,1,3
2021,34,2022-05-10,Maccabi Netanya,Ihud Bnei Sakhnin,3:0,6000,3.0,0.0,0,48,49,7,6,7,5
2021,33,2022-05-14,Beitar Jerusalem,Ironi Kiryat Shmona,3:3,3000,3.0,3.0,1,36,49,13,15,10,5
2021,33,2022-05-14,FC Ashdod,Hapoel Jerusalem,0:1,570,0.0,1.0,2,39,30,9,7,9,12
2021,33,2022-05-14,Hapoel Nof HaGalil,Hapoel Haifa,1:0,0,1.0,0.0,0,24,35,4,4,14,11
2021,33,2022-05-14,Maccabi Petah Tikva,Hapoel Hadera,4:3,300,4.0,3.0,0,24,42,2,3,14,8
2021,35,2022-05-16,Maccabi Netanya,Hapoel Tel Aviv,0:0,10772,0.0,0.0,1,51,49,9,7,4,7
2021,35,2022-05-16,Ihud Bnei Sakhnin,Maccabi Haifa,0:3,0,0.0,3.0,2,49,72,5,6,7,1
2021,35,2022-05-16,Maccabi Tel Aviv,Hapoel Beer Sheva,1:1,14762,1.0,1.0,1,65,66,9,7,3,2
2022,1,2022-08-20,Hapoel Haifa,Hapoel Tel Aviv,2:0,7450,2.0,0.0,0,0,0,0,0,3,14
2022,1,2022-08-20,Hapoel Jerusalem,Hapoel Hadera,1:1,1390,1.0,1.0,1,0,0,0,0,2,6
2022,1,2022-08-20,Maccabi Netanya,Beitar Jerusalem,4:1,10050,4.0,1.0,0,0,0,0,0,7,13
2022,1,2022-08-21,Maccabi Tel Aviv,Maccabi Bnei Reineh,5:0,17750,5.0,0.0,0,0,0,0,0,12,7
2022,1,2022-08-22,Sekzia Ness Ziona,Ironi Kiryat Shmona,0:2,250,0.0,2.0,2,0,0,0,0,7,6
2022,2,2022-08-27,Ironi Kiryat Shmona,Hapoel Jerusalem,1:1,1292,1.0,1.0,1,3,1,3,1,1,5
2022,2,2022-08-27,Hapoel Tel Aviv,Ihud Bnei Sakhnin,0:2,9900,0.0,2.0,2,0,0,0,0,14,9
2022,2,2022-08-27,Maccabi Haifa,Maccabi Netanya,4:1,28284,4.0,1.0,0,0,3,0,3,10,3
2022,2,2022-08-27,FC Ashdod,Sekzia Ness Ziona,1:0,621,1.0,0.0,0,0,0,0,0,12,9
2022,2,2022-08-28,Maccabi Bnei Reineh,Hapoel Haifa,1:1,1316,1.0,1.0,1,0,3,0,3,11,2
2022,2,2022-08-28,Beitar Jerusalem,Hapoel Beer Sheva,0:5,10005,0.0,5.0,2,0,0,0,0,13,12
2022,2,2022-08-29,Hapoel Hadera,Maccabi Tel Aviv,0:6,8820,0.0,6.0,2,1,3,1,3,11,8
2022,1,2022-08-30,Ihud Bnei Sakhnin,Maccabi Haifa,0:1,4213,0.0,1.0,2,3,3,3,3,5,6
2022,1,2022-08-31,Hapoel Beer Sheva,FC Ashdod,1:2,11045,1.0,2.0,2,3,3,3,3,7,8
2022,3,2022-09-03,Maccabi Tel Aviv,Ironi Kiryat Shmona,3:1,24880,3.0,1.0,0,6,4,6,4,3,4
2022,3,2022-09-03,Hapoel Jerusalem,FC Ashdod,3:0,1209,3.0,0.0,0,2,6,2,6,9,3
2022,3,2022-09-03,Hapoel Haifa,Ihud Bnei Sakhnin,1:2,3100,1.0,2.0,2,4,3,4,3,6,8
2022,3,2022-09-03,Hapoel Beer Sheva,Maccabi Haifa,1:2,14425,1.0,2.0,2,3,6,3,6,9,3
2022,3,2022-09-04,Maccabi Bnei Reineh,Hapoel Hadera,1:2,766,1.0,2.0,2,1,1,1,1,10,11
2022,3,2022-09-04,Sekzia Ness Ziona,Beitar Jerusalem,0:3,4833,0.0,3.0,2,0,0,0,0,12,13
2022,3,2022-09-05,Maccabi Netanya,Hapoel Tel Aviv,0:2,8256,0.0,2.0,2,3,0,3,0,9,14
2022,4,2022-09-10,Maccabi Haifa,Sekzia Ness Ziona,3:1,28456,3.0,1.0,0,9,0,9,0,1,14
2022,4,2022-09-10,Hapoel Hadera,Hapoel Haifa,1:1,989,1.0,1.0,1,4,4,4,4,8,7
2022,4,2022-09-10,Ihud Bnei Sakhnin,Maccabi Netanya,0:0,3180,0.0,0.0,1,6,3,6,3,3,9
2022,4,2022-09-10,FC Ashdod,Maccabi Tel Aviv,0:0,6054,0.0,0.0,1,6,9,6,9,4,2
2022,4,2022-09-11,Hapoel Tel Aviv,Hapoel Beer Sheva,2:3,10700,2.0,3.0,2,3,3,3,3,12,10
2022,4,2022-09-11,Ironi Kiryat Shmona,Maccabi Bnei Reineh,1:1,1700,1.0,1.0,1,4,1,4,1,9,13
2022,4,2022-09-12,Beitar Jerusalem,Hapoel Jerusalem,0:1,19000,0.0,1.0,2,3,5,3,5,11,6
2022,5,2022-09-17,Sekzia Ness Ziona,Hapoel Tel Aviv,4:3,4903,4.0,3.0,0,0,3,0,3,14,12
2022,5,2022-09-17,Maccabi Bnei Reineh,FC Ashdod,1:1,1061,1.0,1.0,1,2,7,2,7,14,5
2022,5,2022-09-17,Hapoel Haifa,Maccabi Netanya,0:0,2750,0.0,0.0,1,5,4,5,4,8,10
2022,5,2022-09-17,Maccabi Tel Aviv,Beitar Jerusalem,4:0,26043,4.0,0.0,0,10,3,10,3,2,13
2022,5,2022-09-18,Hapoel Hadera,Ironi Kiryat Shmona,1:1,500,1.0,1.0,1,5,5,5,5,9,8
2022,5,2022-09-18,Hapoel Beer Sheva,Ihud Bnei Sakhnin,1:0,10409,1.0,0.0,0,6,7,6,7,9,5
2022,5,2022-09-18,Hapoel Jerusalem,Maccabi Haifa,3:0,6831,3.0,0.0,0,8,12,8,12,4,2
2022,6,2022-10-01,Ironi Kiryat Shmona,Hapoel Haifa,1:1,2048,1.0,1.0,1,6,6,6,6,7,8
2022,6,2022-10-01,FC Ashdod,Hapoel Hadera,1:1,695,1.0,1.0,1,8,6,8,6,5,9
2022,6,2022-10-01,Maccabi Netanya,Hapoel Beer Sheva,1:2,5190,1.0,2.0,2,5,9,5,9,10,4
2022,6,2022-10-01,Maccabi Haifa,Maccabi Tel Aviv,2:0,29761,2.0,0.0,0,12,13,12,13,2,1
2022,6,2022-10-02,Ihud Bnei Sakhnin,Sekzia Ness Ziona,2:0,2100,2.0,0.0,0,7,3,7,3,9,11
2022,6,2022-10-02,Hapoel Tel Aviv,Hapoel Jerusalem,1:3,8700,1.0,3.0,2,3,11,3,11,14,4
2022,6,2022-10-03,Beitar Jerusalem,Maccabi Bnei Reineh,2:3,8500,2.0,3.0,2,3,3,3,3,13,12
2022,7,2022-10-08,Sekzia Ness Ziona,Maccabi Netanya,1:1,2119,1.0,1.0,1,3,5,3,2,12,11
2022,7,2022-10-08,Hapoel Jerusalem,Ihud Bnei Sakhnin,1:2,2000,1.0,2.0,2,14,10,13,7,2,5
2022,7,2022-10-08,Hapoel Hadera,Beitar Jerusalem,2:1,3580,2.0,1.0,0,7,3,6,3,9,13
2022,7,2022-10-08,Maccabi Bnei Reineh,Maccabi Haifa,1:0,4796,1.0,0.0,0,6,15,6,12,10,1
2022,7,2022-10-10,Ironi Kiryat Shmona,FC Ashdod,1:1,1958,1.0,1.0,1,7,9,4,6,9,8
2022,7,2022-10-10,Hapoel Beer Sheva,Hapoel Haifa,2:2,12693,2.0,2.0,1,12,7,9,4,5,10
